Gene.Name	Standard.Name	Chromosome	Start.Coordinate	End.Coordinate	Strand	NTE.Length
YGR015C	YGR015C	VII	521090	522076	-	0
YGR016W	YGR016W	VII	522258	522833	+	1
YGR017W	YGR017W	VII	523721	524680	+	22
YGR018C	YGR018C	VII	524365	524706	-	4
YGR019W	UGA1	VII	525229	526644	+	0
YGR020C	VMA7	VII	526973	527332	-	1
YGR021W	YGR021W	VII	527617	528504	+	5
YGR023W	MTL1	VII	529264	530919	+	0
YGR026W	YGR026W	VII	532976	533821	+	3
YGR027C	RPS25A	VII	534132	534461	-	1
YGR028W	MSP1	VII	542203	543291	+	0
YGR029W	ERV1	VII	543553	544205	+	0
YGR030C	POP6	VII	545681	546163	-	2
YGR031W	IMO32	VII	546417	547469	+	8
YGR033C	TIM21	VII	554248	554967	-	0
YGR035C	YGR035C	VII	557072	557422	-	0
YGR036C	CAX4	VII	558149	558940	-	24
YGR037C	ACB1	VII	559731	559994	-	0
YGR038W	ORM1	VII	560682	561350	+	0
YGR039W	YGR039W	VII	574888	575199	+	0
YGR040W	KSS1	VII	575398	576504	+	0
YGR041W	BUD9	VII	577385	579130	+	34
YGR042W	MTE1	VII	579476	580291	+	0
YGR044C	RME1	VII	582990	583910	-	6
YGR046W	TAM41	VII	584865	586052	+	10
YGR047C	TFC4	VII	586392	589472	-	1
YGR048W	UFD1	VII	589820	590911	+	2
YGR049W	SCM4	VII	591284	591877	+	10
YGR053C	YGR053C	VII	594986	595837	-	0
YGR054W	YGR054W	VII	596690	598621	+	1
YGR055W	MUP1	VII	599417	601141	+	0
YGR056W	RSC1	VII	601661	604447	+	0
YGR057C	LST7	VII	604773	605510	-	3
YGR058W	PEF1	VII	606133	607143	+	1
YGR059W	SPR3	VII	607563	609101	+	0
YGR060W	ERG25	VII	610564	611493	+	0
YGR061C	ADE6	VII	611889	615965	-	0
YGR062C	COX18	VII	616328	617293	-	5
YGR063C	SPT4	VII	617516	617824	-	0
YGR065C	VHT1	VII	618077	619861	-	1
YGR066C	YGR066C	VII	620921	621862	-	21
YGR067C	YGR067C	VII	622372	624822	-	12
YGR068C	ART5	VII	625324	627084	-	0
YGR071C	ENV11	VII	631481	634081	-	6
YGR072W	UPF3	VII	634301	635467	+	1
YGR074W	SMD1	VII	635709	636152	+	1
YGR075C	PRP38	VII	636147	636875	-	0
YGR076C	MRPL25	VII	637104	637592	-	5
YGR077C	PEX8	VII	637744	639516	-	1
YGR078C	PAC10	VII	639772	640392	-	7
YGR080W	TWF1	VII	641995	643008	+	5
YGR081C	SLX9	VII	643148	643783	-	1
YGR082W	TOM20	VII	644041	644595	+	1
YGR083C	GCD2	VII	644860	646851	-	12
YGR084C	MRP13	VII	647123	648151	-	3
YGR085C	RPL11B	VII	648383	648907	-	0
YGR086C	PIL1	VII	649598	650641	-	8
YGR087C	PDC6	VII	651290	652981	-	0
YGR088W	CTT1	VII	654616	656322	+	6
YGR089W	NNF2	VII	656954	659770	+	2
YGR090W	UTP22	VII	662358	666071	+	0
YGR091W	PRP31	VII	666305	667825	+	12
YGR092W	DBF2	VII	668141	669907	+	16
YGR093W	DRN1	VII	670346	671911	+	14
YGR094W	VAS1	VII	672186	675500	+	0
YGR095C	RRP46	VII	675671	676342	-	0
YGR096W	TPC1	VII	676579	677565	+	14
YGR097W	ASK10	VII	678695	682135	+	0
YGR099W	TEL2	VII	687863	689965	+	12
YGR101W	PCP1	VII	693342	694403	+	7
YGR102C	GTF1	VII	694584	695138	-	1
YGR103W	NOP7	VII	695417	697234	+	0
YGR104C	SRB5	VII	697445	698368	-	0
YGR105W	VMA21	VII	698596	698832	+	1
YGR106C	VOA1	VII	698989	699786	-	0
YGR108W	CLB1	VII	703555	705051	+	27
YGR109C	CLB6	VII	705359	706510	-	3
YGR110W	CLD1	VII	713691	715046	+	6
YGR111W	YGR111W	VII	715819	717030	+	3
YGR112W	SHY1	VII	717358	718527	+	0
YGR113W	DAM1	VII	718845	719924	+	16
YGR116W	SPT6	VII	720409	724764	+	0
YGR117C	YGR117C	VII	725049	726479	-	0
YGR118W	RPS23A	VII	726974	727730	+	0
YGR119C	NUP57	VII	728046	729680	-	3
YGR120C	COG2	VII	730033	730821	-	0
YGR121C	MEP1	VII	731449	732951	-	8
YGR122W	YGR122W	VII	733932	735143	+	1
YGR126W	YGR126W	VII	745835	746527	+	0
YGR127W	YGR127W	VII	746795	747736	+	1
YGR128C	UTP8	VII	747950	750091	-	0
YGR129W	SYF2	VII	750376	751047	+	8
YGR130C	YGR130C	VII	751394	753853	-	3
YGR131W	FHN1	VII	754726	755250	+	0
YGR132C	PHB1	VII	755589	756452	-	0
YGR134W	CAF130	VII	757767	761138	+	1
YGR135W	PRE9	VII	761383	762168	+	3
YGR136W	LSB1	VII	762428	763153	+	0
YGR138C	TPO2	VII	763762	765633	-	9
YGR141W	VPS62	VII	770569	771972	+	0
YGR142W	BTN2	VII	772424	773686	+	10
YGR145W	ENP2	VII	781719	783890	+	16
YGR146C	ECL1	VII	784223	784987	-	43
YGR147C	NAT2	VII	786054	786923	-	1
YGR148C	RPL24B	VII	787312	787779	-	0
YGR149W	GPC1	VII	788986	790329	+	15
YGR150C	CCM1	VII	790459	793053	-	0
YGR152C	RSR1	VII	794674	795492	-	0
YGR153W	YGR153W	VII	796092	796745	+	0
YGR154C	GTO1	VII	796798	797868	-	0
YGR155W	CYS4	VII	798537	800066	+	2
YGR156W	PTI1	VII	800522	801823	+	8
YGR157W	CHO2	VII	802440	805049	+	0
YGR158C	MTR3	VII	805269	806021	-	0
YGR159C	NSR1	VII	806412	807656	-	0
YGR161C	RTS3	VII	808629	809423	-	1
YGR161W-C	YGR161W-C	VII	810224	810505	+	1
YGR163W	GTR2	VII	827552	828577	+	0
YGR165W	MRPS35	VII	829110	830153	+	2
YGR166W	TRS65	VII	830494	832197	+	7
YGR167W	CLC1	VII	832441	833157	+	5
YGR169C	PUS6	VII	834689	835903	-	0
YGR169C-A	LSO2	VII	836387	836665	-	0
YGR170W	PSD2	VII	837109	840558	+	11
YGR171C	MSM1	VII	840824	842551	-	0
YGR172C	YIP1	VII	842845	843591	-	0
YGR173W	RBG2	VII	843854	844960	+	0
YGR174C	CBP4	VII	845893	846411	-	2
YGR175C	ERG1	VII	846933	848423	-	0
YGR177C	ATF2	VII	848829	850439	-	1
YGR179C	OKP1	VII	853675	854895	-	0
YGR180C	RNR4	VII	855264	856370	-	23
YGR181W	TIM13	VII	858278	858604	+	3
YGR183C	QCR9	VII	859063	859494	-	6
YGR185C	TYS1	VII	866336	867532	-	4
YGR186W	TFG1	VII	867774	869981	+	0
YGR187C	HGH1	VII	870232	871419	-	1
YGR188C	BUB1	VII	872044	875154	-	15
YGR189C	CRH1	VII	876669	878207	-	5
YGR191W	HIP1	VII	880357	882231	+	21
YGR192C	TDH3	VII	882812	883810	-	0
YGR193C	PDX1	VII	884509	885774	-	11
YGR194C	XKS1	VII	886073	887875	-	0
YGR196C	FYV8	VII	889733	892228	-	14
YGR198W	YPP1	VII	894663	897146	+	10
YGR199W	PMT6	VII	897463	899781	+	13
YGR200C	ELP2	VII	899904	902276	-	2
YGR201C	YGR201C	VII	902520	903260	-	21
YGR202C	PCT1	VII	903474	904748	-	0
YGR204C-A	YGR204C-A	VII	909061	909300	-	42
YGR204W	ADE3	VII	905931	908774	+	1
YGR205W	TDA10	VII	909213	910085	+	0
YGR206W	MVB12	VII	910432	910737	+	0
YGR207C	CIR1	VII	910843	911634	-	2
YGR208W	SER2	VII	911883	912812	+	0
YGR209C	TRX2	VII	912913	913254	-	9
YGR210C	YGR210C	VII	913503	914738	-	0
YGR211W	ZPR1	VII	915238	916701	+	1
YGR212W	SLI1	VII	917040	918446	+	0
YGR213C	RTA1	VII	918512	919465	-	0
YGR214W	RPS0A	VII	920563	921788	+	4
YGR215W	RSM27	VII	922160	922507	+	5
YGR216C	GPI1	VII	922633	924477	-	5
YGR220C	MRPL9	VII	936074	936883	-	0
YGR221C	TOS2	VII	937124	938992	-	0
YGR222W	PET54	VII	939923	940804	+	0
YGR223C	HSV2	VII	940869	942215	-	0
YGR224W	AZR1	VII	942806	944647	+	0
YGR225W	AMA1	VII	945124	947019	+	7
YGR227W	DIE2	VII	947408	948997	+	4
YGR229C	SMI1	VII	949382	950899	-	0
YGR230W	BNS1	VII	951846	952307	+	16
YGR231C	PHB2	VII	952548	953486	-	2
YGR232W	NAS6	VII	953954	954646	+	2
YGR233C	PHO81	VII	954674	958225	-	5
YGR234W	YHB1	VII	959901	961103	+	1
YGR235C	MIC26	VII	961360	962070	-	3
YGR236C	SPG1	VII	962530	962838	-	7
YGR237C	YGR237C	VII	963298	965655	-	0
YGR238C	KEL2	VII	966039	968687	-	0
YGR239C	PEX21	VII	969187	970053	-	0
YGR240C	PFK1	VII	970771	973746	-	4
YGR241C	YAP1802	VII	974875	976581	-	0
YGR243W	MPC3	VII	977327	977776	+	3
YGR244C	LSC2	VII	978036	979355	-	12
YGR245C	SDA1	VII	979765	982092	-	8
YGR246C	BRF1	VII	982482	984272	-	0
YGR247W	CPD1	VII	984867	985685	+	33
YGR248W	SOL4	VII	985972	986739	+	0
YGR249W	MGA1	VII	988025	989419	+	8
YGR250C	RIE1	VII	991176	993608	-	29
YGR251W	NOP19	VII	995630	996229	+	3
YGR252W	GCN5	VII	996869	998188	+	0
YGR253C	PUP2	VII	998358	999140	-	0
YGR254W	ENO1	VII	1000921	1002240	+	2
YGR255C	COQ6	VII	1002523	1003962	-	0
YGR256W	GND2	VII	1004612	1006102	+	4
YGR258C	RAD2	VII	1007671	1010766	-	0
YGR260W	TNA1	VII	1012485	1014089	+	0
YGR261C	APL6	VII	1014321	1016750	-	0
YGR262C	BUD32	VII	1016974	1017768	-	3
YGR263C	SAY1	VII	1017967	1019241	-	0
YGR264C	MES1	VII	1019598	1021853	-	0
YGR266W	YGR266W	VII	1022638	1024761	+	6
YGR267C	FOL2	VII	1025004	1025783	-	16
YGR268C	HUA1	VII	1026057	1026668	-	5
YGR270W	YTA7	VII	1027283	1031509	+	29
YGR271C-A	EFG1	VII	1037800	1038501	-	0
YGR277C	CAB4	VII	1045644	1046561	-	0
YGR278W	CWC22	VII	1046731	1048464	+	0
YGR280C	PXR1	VII	1050910	1051743	-	6
YGR281W	YOR1	VII	1052773	1057257	+	17
YGR282C	BGL2	VII	1057783	1058724	-	0
YGR283C	YGR283C	VII	1059015	1060040	-	0
YGR284C	ERV29	VII	1060658	1061590	-	0
YGR285C	ZUO1	VII	1061852	1063156	-	1
YGR286C	BIO2	VII	1063813	1064940	-	0
YGR287C	IMA1	VII	1067222	1068991	-	0
YGR288W	MAL13	VII	1070293	1071714	+	0
YGR295C	COS6	VII	1081584	1082729	-	0
YHL001W	RPL14B	VIII	104277	105091	+	0
YHL002W	HSE1	VIII	102603	103970	+	3
YHL003C	LAG1	VIII	100648	101883	-	0
YHL004W	MRP4	VIII	99198	100403	+	7
YHL006C	SHU1	VIII	98343	98831	-	12
YHL007C	STE20	VIII	95118	98048	-	37
YHL008C	YHL008C	VIII	92627	94564	-	18
YHL009C	YAP3	VIII	84068	85111	-	17
YHL010C	ETP1	VIII	81964	83721	-	0
YHL011C	PRS3	VIII	80654	81616	-	0
YHL013C	OTU2	VIII	77430	78362	-	3
YHL015W	RPS20	VIII	75403	75777	+	3
YHL016C	DUR3	VIII	72037	74262	-	6
YHL017W	YHL017W	VIII	70276	71874	+	0
YHL018W	YHL018W	VIII	69708	70070	+	0
YHL019C	APM2	VIII	67731	69578	-	10
YHL020C	OPI1	VIII	66242	67456	-	0
YHL021C	AIM17	VIII	64462	65859	-	0
YHL022C	SPO11	VIII	62961	64157	-	0
YHL023C	NPR3	VIII	59123	62563	-	0
YHL024W	RIM4	VIII	56649	58790	+	0
YHL025W	SNF6	VIII	54848	55849	+	1
YHL026C	YHL026C	VIII	53219	54181	-	5
YHL027W	RIM101	VIII	51111	52988	+	0
YHL028W	WSC4	VIII	48763	50580	+	0
YHL031C	GOS1	VIII	38815	39510	-	8
YHL032C	GUT1	VIII	36379	38541	-	11
YHL033C	RPL8A	VIII	35255	36025	-	0
YHL034C	SBP1	VIII	33193	34149	-	24
YHL036W	MUP3	VIII	26241	27881	+	0
YHL038C	CBP2	VIII	23617	25518	-	3
YHL039W	EFM1	VIII	21771	23540	+	4
YHL040C	ARN1	VIII	19088	20989	-	6
YHL044W	YHL044W	VIII	13565	14272	+	0
YHL046C	PAU13	VIII	11923	12348	-	21
YHL048W	COS8	VIII	6401	7546	+	0
YHR001W	OSH7	VIII	106055	107368	+	0
YHR001W-A	QCR10	VIII	107826	108122	+	0
YHR002W	LEU5	VIII	108812	109885	+	0
YHR003C	TCD1	VIII	110028	111317	-	0
YHR004C	NEM1	VIII	111754	113094	-	0
YHR005C	GPA1	VIII	113499	114920	-	1
YHR005C-A	TIM10	VIII	115620	115901	-	0
YHR006W	STP2	VIII	117808	119439	+	2
YHR007C	ERG11	VIII	120091	121713	-	10
YHR007C-A	YHR007C-A	VIII	122550	122789	-	8
YHR008C	SOD2	VIII	122889	123590	-	0
YHR009C	TDA3	VIII	124109	125680	-	0
YHR010W	RPL27A	VIII	126521	127492	+	0
YHR011W	DIA4	VIII	127780	129120	+	0
YHR012W	VPS29	VIII	129478	130448	+	1
YHR013C	ARD1	VIII	130730	131446	-	0
YHR016C	YSC84	VIII	136881	138470	-	5
YHR017W	YSC83	VIII	138688	139851	+	2
YHR018C	ARG4	VIII	140011	141402	-	0
YHR019C	DED81	VIII	141894	143579	-	7
YHR021C	RPS27B	VIII	147871	148675	-	2
YHR022C	YHR022C	VIII	149575	150360	-	5
YHR024C	MAS2	VIII	157744	159192	-	0
YHR025W	THR1	VIII	159420	160511	+	6
YHR026W	VMA16	VIII	160841	161485	+	1
YHR027C	RPN1	VIII	161730	164744	-	11
YHR028C	DAP2	VIII	164978	167434	-	0
YHR030C	SLT2	VIII	168890	170344	-	0
YHR031C	RRM3	VIII	170799	172976	-	2
YHR032W	ERC1	VIII	173344	175089	+	0
YHR033W	YHR033W	VIII	175533	176819	+	5
YHR034C	PIH1	VIII	176965	177999	-	0
YHR035W	NEL1	VIII	178213	180111	+	2
YHR036W	BRL1	VIII	180318	181760	+	9
YHR037W	PUT2	VIII	181947	183704	+	10
YHR038W	RRF1	VIII	184063	184758	+	1
YHR039C	MSC7	VIII	184875	186866	-	19
YHR039C-A	VMA10	VIII	187173	187700	-	7
YHR040W	BCD1	VIII	187924	189024	+	0
YHR041C	SRB2	VIII	189131	189867	-	1
YHR042W	NCP1	VIII	190543	192618	+	0
YHR043C	DOG2	VIII	192805	193545	-	0
YHR044C	DOG1	VIII	194068	194811	-	1
YHR045W	YHR045W	VIII	195551	197233	+	0
YHR046C	INM1	VIII	197398	198300	-	5
YHR047C	AAP1	VIII	198740	201331	-	7
YHR049W	FSH1	VIII	206462	207193	+	0
YHR050W	SMF2	VIII	207651	209303	+	1
YHR051W	COX6	VIII	209705	210151	+	0
YHR052W	CIC1	VIII	210824	211978	+	8
YHR057C	CPR2	VIII	218226	218993	-	50
YHR058C	MED6	VIII	218997	219884	-	0
YHR059W	FYV4	VIII	220108	220500	+	0
YHR060W	VMA22	VIII	220725	221270	+	0
YHR061C	GIC1	VIII	221534	222478	-	0
YHR062C	RPP1	VIII	222877	223773	-	5
YHR063C	PAN5	VIII	224030	225178	-	3
YHR064C	SSZ1	VIII	225525	227180	-	13
YHR065C	RRP3	VIII	227532	229043	-	2
YHR066W	SSF1	VIII	229335	230696	+	0
YHR067W	HTD2	VIII	230964	231812	+	2
YHR068W	DYS1	VIII	232133	233296	+	0
YHR070W	TRM5	VIII	234881	236380	+	0
YHR071W	PCL5	VIII	236992	237693	+	4
YHR072W	ERG7	VIII	239041	241293	+	19
YHR072W-A	NOP10	VIII	241649	241840	+	5
YHR073W	OSH3	VIII	242579	245572	+	1
YHR074W	QNS1	VIII	246157	248337	+	12
YHR075C	PPE1	VIII	248439	249656	-	5
YHR076W	PTC7	VIII	251083	252225	+	6
YHR077C	NMD2	VIII	252374	255777	-	7
YHR078W	YHR078W	VIII	256348	258018	+	4
YHR079C	IRE1	VIII	258244	261591	-	0
YHR080C	LAM4	VIII	262801	266838	-	0
YHR081W	LRP1	VIII	267526	268092	+	4
YHR082C	KSP1	VIII	268459	271548	-	0
YHR083W	SAM35	VIII	272609	273616	+	6
YHR084W	STE12	VIII	274129	276240	+	15
YHR085W	IPI1	VIII	276764	277768	+	0
YHR086W	NAM8	VIII	278153	279724	+	0
YHR087W	RTC3	VIII	280757	281155	+	21
YHR088W	RPF1	VIII	281495	282382	+	0
YHR089C	GAR1	VIII	282681	283328	-	10
YHR090C	YNG2	VIII	283777	284625	-	0
YHR092C	HXT4	VIII	287081	288811	-	0
YHR094C	HXT1	VIII	290913	292628	-	1
YHR096C	HXT5	VIII	294669	296447	-	0
YHR097C	YHR097C	VIII	297385	298696	-	29
YHR098C	SFB3	VIII	299145	301937	-	1
YHR100C	GEP4	VIII	314116	314673	-	0
YHR101C	BIG1	VIII	314874	315968	-	0
YHR102W	KIC1	VIII	316521	319814	+	17
YHR103W	SBE22	VIII	320414	322972	+	0
YHR104W	GRE3	VIII	323391	324392	+	6
YHR106W	TRR2	VIII	325598	326626	+	0
YHR107C	CDC12	VIII	326813	328081	-	15
YHR108W	GGA2	VIII	328300	330060	+	1
YHR109W	CTM1	VIII	330310	332067	+	0
YHR110W	ERP5	VIII	332282	332920	+	0
YHR111W	UBA4	VIII	333072	334394	+	0
YHR112C	YHR112C	VIII	334527	335681	-	6
YHR113W	APE4	VIII	336337	337809	+	0
YHR115C	DMA1	VIII	340109	341524	-	55
YHR116W	COX23	VIII	341602	342120	+	21
YHR117W	TOM71	VIII	342349	344268	+	0
YHR118C	ORC6	VIII	344321	345646	-	6
YHR119W	SET1	VIII	346043	349285	+	0
YHR120W	MSH1	VIII	349574	352453	+	0
YHR121W	LSM12	VIII	352735	353319	+	7
YHR122W	CIA2	VIII	353616	354320	+	3
YHR123W	EPT1	VIII	354815	356081	+	0
YHR126C	ANS1	VIII	359702	360181	-	0
YHR127W	YHR127W	VIII	360913	361644	+	0
YHR128W	FUR1	VIII	362115	362765	+	0
YHR129C	ARP1	VIII	362999	364153	-	0
YHR130C	YHR130C	VIII	364965	365309	-	3
YHR131C	YHR131C	VIII	365340	367952	-	20
YHR132C	ECM14	VIII	368502	369809	-	5
YHR132W-A	IGO2	VIII	370054	370449	+	0
YHR133C	NSG1	VIII	370722	371597	-	0
YHR134W	WSS1	VIII	371749	372558	+	0
YHR135C	YCK1	VIII	372694	374415	-	35
YHR136C	SPL2	VIII	374654	375100	-	0
YHR137W	ARO9	VIII	375679	377250	+	10
YHR138C	YHR138C	VIII	377355	377729	-	10
YHR139C	SPS100	VIII	378219	379202	-	1
YHR140W	YHR140W	VIII	380557	381291	+	5
YHR141C	RPL42B	VIII	381990	382754	-	1
YHR142W	CHS7	VIII	383529	384488	+	3
YHR143W	DSE2	VIII	385510	386487	+	0
YHR143W-A	RPC10	VIII	387227	387445	+	2
YHR144C	DCD1	VIII	387788	388732	-	2
YHR146W	CRP1	VIII	390270	391697	+	10
YHR147C	MRPL6	VIII	392639	393283	-	0
YHR148W	IMP3	VIII	393531	394085	+	1
YHR149C	SKG6	VIII	394455	396659	-	0
YHR150W	PEX28	VIII	397233	398990	+	6
YHR151C	MTC6	VIII	399268	400911	-	21
YHR152W	SPO12	VIII	401398	401955	+	12
YHR153C	SPO16	VIII	402086	402688	-	2
YHR154W	RTT107	VIII	402945	406178	+	7
YHR155W	LAM1	VIII	407100	410789	+	1
YHR157W	REC104	VIII	412898	413455	+	3
YHR160C	PEX18	VIII	419221	420072	-	0
YHR161C	YAP1801	VIII	420373	422286	-	0
YHR162W	MPC2	VIII	423036	423461	+	12
YHR163W	SOL3	VIII	423697	424473	+	9
YHR164C	DNA2	VIII	424610	429220	-	14
YHR166C	CDC23	VIII	437170	439050	-	0
YHR167W	THP2	VIII	439342	440127	+	0
YHR168W	MTG2	VIII	440350	441933	+	9
YHR169W	DBP8	VIII	442148	443476	+	11
YHR170W	NMD3	VIII	443801	445384	+	9
YHR171W	ATG7	VIII	445713	447605	+	0
YHR172W	SPC97	VIII	448320	450806	+	5
YHR174W	ENO2	VIII	451321	452640	+	2
YHR175W	CTR2	VIII	452848	453441	+	8
YHR176W	FMO1	VIII	454229	455527	+	0
YHR177W	YHR177W	VIII	456591	457952	+	0
YHR178W	STB5	VIII	459299	461530	+	0
YHR179W	OYE2	VIII	462499	463704	+	1
YHR181W	SVP26	VIII	467228	467914	+	0
YHR182W	YHR182W	VIII	468198	470576	+	7
YHR183W	GND1	VIII	470909	472429	+	17
YHR187W	IKI1	VIII	480990	481919	+	0
YHR188C	GPI16	VIII	482005	483852	-	5
YHR189W	PTH1	VIII	484019	484600	+	3
YHR190W	ERG9	VIII	484818	486179	+	9
YHR191C	CTF8	VIII	486230	486667	-	12
YHR192W	LNP1	VIII	486820	487662	+	2
YHR193C	EGD2	VIII	487712	488239	-	1
YHR194W	MDM31	VIII	488627	490396	+	10
YHR195W	NVJ1	VIII	490741	491712	+	2
YHR196W	UTP9	VIII	491931	493658	+	0
YHR197W	RIX1	VIII	493896	496187	+	0
YHR198C	AIM18	VIII	496315	497280	-	0
YHR199C	AIM46	VIII	497490	498461	-	13
YHR199C-A	NBL1	VIII	498571	498877	-	6
YHR200W	RPN10	VIII	499079	499885	+	0
YHR201C	PPX1	VIII	499950	501143	-	0
YHR202W	YHR202W	VIII	502388	504196	+	0
YHR203C	RPS4B	VIII	504476	505530	-	0
YHR204W	MNL1	VIII	506283	508709	+	12
YHR205W	SCH9	VIII	509342	511837	+	7
YHR206W	SKN7	VIII	512630	514600	+	34
YHR208W	BAT1	VIII	517532	518713	+	0
YHR209W	CRG1	VIII	519416	520312	+	7
YHR210C	YHR210C	VIII	520712	521743	-	2
YHR216W	IMD2	VIII	554363	555967	+	11
YIL001W	YIL001W	IX	353901	355481	+	13
YIL002C	INP51	IX	350591	353431	-	0
YIL003W	CFD1	IX	349101	350003	+	7
YIL004C	BET1	IX	347946	348505	-	0
YIL005W	EPS1	IX	345641	347797	+	17
YIL006W	YIA6	IX	344008	345183	+	18
YIL007C	NAS2	IX	342994	343656	-	0
YIL008W	URM1	IX	342530	342835	+	2
YIL009C-A	EST3	IX	335666	336212	-	0
YIL009W	FAA3	IX	339344	341428	+	0
YIL010W	DOT5	IX	334843	335529	+	13
YIL011W	TIR3	IX	333697	334536	+	10
YIL014C-A	YIL014C-A	IX	325212	325526	-	0
YIL014W	MNT3	IX	326091	327995	+	4
YIL015W	BAR1	IX	322342	324105	+	0
YIL016W	SNL1	IX	321454	321933	+	0
YIL017C	VID28	IX	318200	321013	-	16
YIL018W	RPL2B	IX	316768	317932	+	0
YIL019W	FAF1	IX	315093	316133	+	0
YIL020C	HIS6	IX	314035	314820	-	0
YIL021W	RPB3	IX	312905	313861	+	0
YIL022W	TIM44	IX	311126	312460	+	13
YIL023C	YKE4	IX	309386	310426	-	0
YIL024C	YIL024C	IX	308602	309204	-	11
YIL026C	IRR1	IX	304477	307929	-	0
YIL027C	EMC5	IX	303679	304128	-	8
YIL029C	YIL029C	IX	300829	301278	-	7
YIL030C	SSM4	IX	296050	300036	-	9
YIL031W	ULP2	IX	292594	295737	+	13
YIL033C	BCY1	IX	290419	291672	-	1
YIL034C	CAP2	IX	289226	290101	-	4
YIL035C	CKA1	IX	287790	288920	-	4
YIL036W	CST6	IX	285639	287429	+	9
YIL037C	PRM2	IX	283029	285008	-	3
YIL038C	NOT3	IX	280142	282658	-	2
YIL039W	TED1	IX	278426	279847	+	0
YIL040W	APQ12	IX	277723	278139	+	0
YIL041W	GVP36	IX	276525	277505	+	0
YIL042C	PKP1	IX	275108	276328	-	12
YIL043C	CBR1	IX	274072	274941	-	5
YIL044C	AGE2	IX	272950	273867	-	7
YIL045W	PIG2	IX	271143	272777	+	6
YIL046W	MET30	IX	268636	270573	+	5
YIL047C	SYG1	IX	265115	267838	-	5
YIL048W	NEO1	IX	261407	264892	+	10
YIL049W	DFG10	IX	260158	260919	+	0
YIL050W	PCL7	IX	258892	259770	+	7
YIL051C	MMF1	IX	257843	258304	-	8
YIL052C	RPL34B	IX	256226	257063	-	0
YIL053W	GPP1	IX	255016	255867	+	33
YIL055C	YIL055C	IX	252042	253967	-	14
YIL056W	VHR1	IX	249970	251913	+	7
YIL057C	RGI2	IX	247902	248405	-	3
YIL061C	SNP1	IX	244657	245577	-	6
YIL062C	ARC15	IX	243998	244462	-	0
YIL063C	YRB2	IX	242761	243780	-	12
YIL064W	EFM4	IX	241904	242716	+	13
YIL065C	FIS1	IX	241308	241814	-	13
YIL066C	RNR3	IX	238099	240879	-	57
YIL067C	YIL067C	IX	235724	237760	-	0
YIL068C	SEC6	IX	233057	235495	-	7
YIL069C	RPS24B	IX	231553	232375	-	2
YIL070C	MAM33	IX	230272	231075	-	1
YIL071C	PCI8	IX	228660	229994	-	0
YIL074C	SER33	IX	221081	222490	-	0
YIL075C	RPN2	IX	217863	220700	-	0
YIL076W	SEC28	IX	216655	217548	+	1
YIL077C	YIL077C	IX	214991	215956	-	1
YIL078W	THS1	IX	212493	214703	+	2
YIL079C	AIR1	IX	210923	212005	-	0
YIL083C	CAB2	IX	203556	204716	-	21
YIL084C	SDS3	IX	202276	203259	-	0
YIL085C	KTR7	IX	200490	202049	-	2
YIL087C	AIM19	IX	199646	200149	-	10
YIL088C	AVT7	IX	197931	199403	-	0
YIL089W	YIL089W	IX	195533	196216	+	22
YIL090W	ICE2	IX	193592	195070	+	1
YIL091C	UTP25	IX	191030	193201	-	2
YIL092W	YIL092W	IX	189066	190967	+	0
YIL093C	RSM25	IX	187990	188784	-	0
YIL094C	LYS12	IX	186517	187632	-	0
YIL095W	PRK1	IX	183937	186369	+	0
YIL096C	BMT5	IX	182117	183127	-	0
YIL097W	FYV10	IX	180427	181977	+	0
YIL098C	FMC1	IX	179772	180239	-	0
YIL099W	SGA1	IX	177986	179653	+	6
YIL101C	XBP1	IX	175307	177271	-	7
YIL102C-A	YIL102C-A	IX	173365	173604	-	4
YIL103W	DPH1	IX	171730	173028	+	7
YIL104C	SHQ1	IX	169982	171508	-	1
YIL105C	SLM1	IX	167581	169641	-	0
YIL106W	MOB1	IX	166409	167444	+	2
YIL107C	PFK26	IX	163278	165761	-	0
YIL108W	YIL108W	IX	160887	162977	+	0
YIL109C	SEC24	IX	157385	160192	-	9
YIL111W	COX5B	IX	155207	155765	+	5
YIL112W	HOS4	IX	151571	154846	+	8
YIL113W	SDP1	IX	150559	151188	+	0
YIL114C	POR2	IX	149143	149991	-	1
YIL115C	NUP159	IX	144327	148709	-	0
YIL116W	HIS5	IX	142928	144085	+	0
YIL117C	PRM5	IX	140613	141590	-	7
YIL118W	RHO3	IX	139752	140447	+	0
YIL119C	RPI1	IX	136654	137895	-	6
YIL120W	QDR1	IX	134414	136108	+	1
YIL121W	QDR2	IX	132241	133872	+	1
YIL122W	POG1	IX	130574	131665	+	12
YIL123W	SIM1	IX	128130	129581	+	7
YIL124W	AYR1	IX	126174	127097	+	10
YIL125W	KGD1	IX	122671	125733	+	6
YIL126W	STH1	IX	117992	122071	+	0
YIL127C	RRT14	IX	117024	117644	-	0
YIL128W	MET18	IX	113806	116904	+	0
YIL131C	FKH1	IX	100781	102235	-	0
YIL132C	CSM2	IX	99860	100501	-	0
YIL133C	RPL16A	IX	98527	99425	-	3
YIL134W	FLX1	IX	97371	98330	+	8
YIL135C	VHS2	IX	95065	96384	-	3
YIL136W	OM45	IX	93613	94800	+	2
YIL137C	TMA108	IX	89948	92791	-	1
YIL138C	TPM2	IX	89230	89724	-	3
